Cohorte,S_Etica_Profesional,S_Responsabilidad_Soc,S_Gestion_Proyectos,S_Aprendizaje_Dig,S_Comunicacion_ESP,S_Comunicacion_ING,S_Liderazgo_Equipo,P_Gestion_Proyectos,P_Etica_Profesional,P_Responsabilidad_Soc,P_Aprendizaje_Dig,P_Comunicacion_ESP,P_Comunicacion_ING,P_Liderazgo_Equipo,Carrera_Raw,Trabaja_Status,Antiguedad_Raw,Texto_Relevantes_6_1,T,Evento,ID_Encuestado
Julio,2.0,3.0,3.0,5.0,1.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,(RRA20) COMPUTACIÓN,Si,Entre 6 meses y 1 año,Inteligencia artificial y machine learning y todas las relacionadas a fundamentos de la programación y demas,0,1,Julio_302
Julio,5.0,4.0,4.0,3.0,5.0,5.0,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(RRA20) SOFTWARE,No,,"Auditoria informática, HCI, Desarrollo Web, Aplicaciones Móviles",7,0,Julio_303
Julio,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(RRA20) SOFTWARE,No,,"Aplicaciones Web, Bases de Datos, Ingeniería de Software, Gestión de Proyectos",7,0,Julio_304
Julio,3.0,2.0,4.0,2.0,1.0,1.0,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(RRA20) COMPUTACIÓN,No,,"Aplicaciones móviles y web, sistemas operativos, machine learning, BI, algebra, cálculo.",7,0,Julio_305
Julio,5.0,5.0,4.0,5.0,4.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,INGENIERIA EMPRESARIAL,Si,Entre 6 meses y 1 año,"CONTABILIDAD, FINANZAS DE NEGOCIOS, GERENCIA DE PROCESOS, ANALISIS FIANCIERO",0,1,Julio_306
Julio,5.0,4.0,5.0,5.0,5.0,5.0,5.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,(RRA20) COMPUTACIÓN,Si,Entre 6 meses y 1 año,"Tecnologías de seguridad, AI, Bases de datos, programación",0,1,Julio_307
Julio,4.0,3.0,5.0,6.0,4.0,4.0,6.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,(RRA20) ELECTRÓNICA Y AUTOMATIZACIÓN,Si,Entre 6 meses y 1 año,"SCADA,redes industriales.",0,1,Julio_308
Julio,4.0,3.0,3.0,5.0,3.0,3.0,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(RRA20) COMPUTACIÓN,No,,"Desarrollo web, desarrollo móvil, BI, Bases de datos",7,0,Julio_309
Julio,5.0,4.0,5.0,5.0,3.0,3.0,4.0,1.0,1.0,0.0,1.0,0.0,0.0,0.5,(RRA20) SOFTWARE,Si,Menos de 6 meses,"Inteligencia Artificial, Programación, Gestion de proyectos, sistemas embebidos,",3,1,Julio_310
Julio,3.0,3.0,4.0,3.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(RRA20) REDES Y TELECOMUNICACIONES,No,,"Sistemas operativos, redes y telecomunicaciones",7,0,Julio_311
Julio,5.0,6.0,5.0,5.0,6.0,6.0,5.5,0.0,0.0,1.0,0.0,1.0,1.0,0.5,(RRA20) SOFTWARE,Si,Entre 1 y 2 años,HCI,0,1,Julio_312
Julio,4.0,5.0,5.0,5.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(RRA20) INGENIERÍA QUÍMICA,Si,Menos de 6 meses,"Mecánica de fluidos, química general, termodinámica, diseño de plantas",3,1,Julio_313
Julio,6.0,2.0,6.0,5.0,4.0,4.0,3.5,1.0,1.0,0.0,0.0,1.0,1.0,0.5,(RRA20) ELECTRÓNICA Y AUTOMATIZACIÓN,Si,Entre 1 y 2 años,"Redes industriales, Automatización con PLC, SCADA, Gestión de Proyectos, Control Industrial",0,1,Julio_314
Julio,4.0,3.0,3.0,5.0,2.0,2.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,(RRA20) SOFTWARE,Si,Menos de 6 meses,"Aplicaciones móviles, Aplicaciones web, Ingeniería de software y requerimientos",3,1,Julio_315
Julio,5.0,5.0,5.0,5.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(RRA20) DESARROLLO DE SOFTWARE,No,,Administración,7,0,Julio_316
Julio,4.0,3.0,4.0,5.0,5.0,5.0,4.0,0.0,0.0,0.0,1.0,1.0,1.0,0.5,(RRA20) DESARROLLO DE SOFTWARE,Si,Menos de 6 meses,"Programacion, Bases de datos, Sistemas operativos, Gestion de proyectos de software, Programacion orientada a objetos",3,1,Julio_317
Julio,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(RRA20) COMPUTACIÓN,Si,Entre 1 y 2 años,"Programación 1 y 2, Cálculo, Probabilidad y Estadística, Gestión de procesos, Bases de datos",0,1,Julio_318
Julio,5.0,4.0,5.0,5.0,3.0,3.0,4.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,(RRA20) ELECTRÓNICA Y AUTOMATIZACIÓN,Si,Menos de 6 meses,"Scada, Automatización con PLCs",3,1,Julio_319
Julio,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(RRA20) INGENIERÍA CIVIL,No,,Hormigón Armado,7,0,Julio_320
Julio,4.0,4.0,4.0,6.0,4.0,4.0,4.5,0.0,0.0,0.0,1.0,1.0,1.0,1.0,(RRA20) INGENIERÍA DE LA PRODUCCIÓN,Si,Menos de 6 meses,"Optimización y Análisis Numérico, estadística para mejora de la calidad, Análisis financiero y evaluación presupuestaria",3,1,Julio_321
Julio,4.0,3.0,4.0,5.0,3.0,3.0,3.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,(RRA20) INGENIERÍA CIVIL,Si,Menos de 6 meses,"Hidráulica, Costos de Obra, Fiscalización de Obra",3,1,Julio_322
Julio,3.0,3.0,4.0,3.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(RRA20) AGUA Y SANEAMIENTO AMBIENTAL,No,,"Caracterización en agua, Tratamiento de agua residual",7,0,Julio_323
Julio,4.0,3.0,2.0,6.0,3.0,3.0,2.5,1.0,0.0,0.0,1.0,1.0,1.0,0.0,(RRA20) SOFTWARE,Si,Menos de 6 meses,"Desarrollo web, bases de datos, POO",3,1,Julio_324
Julio,4.0,4.0,1.0,5.0,1.0,1.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(RRA20) INGENIERÍA QUÍMICA,Si,Menos de 6 meses,"Estadística, Gestión de Procesos",3,1,Julio_325
Julio,5.0,4.0,4.0,5.0,4.0,4.0,5.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,(RRA20) ELECTROMECÁNICA,Si,Menos de 6 meses,Control y electricidad,3,1,Julio_326
Julio,2.0,3.0,4.0,4.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(RRA20) GEOLOGÍA,No,,"Petrografia, Mineralogía, Geotecnia.",7,0,Julio_327
Julio,5.0,4.0,3.0,6.0,2.0,2.0,4.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,(RRA20) DESARROLLO DE SOFTWARE,Si,Menos de 6 meses,Desarrollo de software,3,1,Julio_328
Julio,4.0,5.0,3.0,5.0,4.0,4.0,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(RRA20) DESARROLLO DE SOFTWARE,No,,Programacion,7,0,Julio_329
Julio,4.0,4.0,3.0,4.0,2.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(RRA20) REDES Y TELECOMUNICACIONES,No,,"Redes inalámbricas, sistemas de telecomunicaciones, cableado estructurado, redes de computadoras, programación",7,0,Julio_330
Julio,4.0,4.0,4.0,5.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(RRA20) MECÁNICA,No,,"Dinámica, Diseño de maquinas",7,0,Julio_331
Julio,4.0,4.0,5.0,5.0,5.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(RRA20) DESARROLLO DE SOFTWARE,No,,Desarrollo de aplicaciones web,7,0,Julio_332
Julio,3.0,3.0,3.0,4.0,3.0,3.0,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(RRA20) ADMINISTRACIÓN DE EMPRESAS,No,,"Estadística, Contabilidad, Administración, Economía, Ingeniería Financiera, Procesos, Derecho, Comportamiento Organizacional",7,0,Julio_333
Julio,5.0,4.0,5.0,5.0,4.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,(RRA20) SOFTWARE,Si,Menos de 6 meses,"Verificación y validación de software, Programación orientada a objetos, Aplicaciones Web, HCI, Metodologías Ágiles",3,1,Julio_334
Julio,4.0,4.0,3.0,5.0,3.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(RRA20) MECÁNICA,No,,"Refrigeracion Industrial, Diseño de Máquinas, Soldadura",7,0,Julio_335
Julio,4.0,4.0,4.0,5.0,4.0,4.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,(RRA20) MECÁNICA,Si,Menos de 6 meses,"Transferencia de calor I y II, Mecánica de fluidos",3,1,Julio_336
Julio,3.0,3.0,5.0,6.0,3.0,3.0,5.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,(RRA20) COMPUTACIÓN,Si,Menos de 6 meses,"Sistemas Operativos, Redes, Estructuras de datos, Ingeniería de software, Inteligencia Artificial, Tecnologías de la seguridad, Cloud Computing",3,1,Julio_337
Julio,6.0,5.0,5.0,6.0,4.0,4.0,5.0,0.0,1.0,0.0,1.0,1.0,1.0,0.5,(RRA20) SOFTWARE,Si,Entre 1 y 2 años,"HCI,APLICACIONES WEB, APLICACIONES WEB AVANZADAS, METODOLOGIAS AGILES, PROGRAMACIONI, PROGRAMACION II",0,1,Julio_338
Julio,6.0,4.0,4.0,4.0,3.0,3.0,4.5,0.0,1.0,0.0,0.0,0.0,0.0,0.5,(RRA20) ADMINISTRACIÓN DE EMPRESAS,Si,Más de 2 años,"Contabilidad, Finanzas",3,1,Julio_339
Julio,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(RRA20) ELECTROMECÁNICA,No,,"Control electromecánico, control y sistemas hmi, energías renovables, dibujo mecánico, instrumentación",7,0,Julio_340
Julio,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(RRA20) PETRÓLEOS,No,,"Perforación,  completación, sistemas de producción",7,0,Julio_341
Julio,6.0,5.0,6.0,5.0,5.0,5.0,4.5,1.0,1.0,1.0,1.0,0.0,0.0,0.5,INGENIERIA MECANICA,Si,Más de 2 años,"Mecánica de Materiales, Temodinamica, Mecánica de Fluidos",3,1,Julio_342
Julio,5.0,4.0,4.0,5.0,3.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(RRA20) MECÁNICA,No,,"Estructuras de acero, Mecánica de Materiales, Mecánica de Fluidos Aplicada, Control de sistemas mecánicos, CAD y CAM, Ingeniería de Mantenimiento",7,0,Julio_343
Julio,4.0,4.0,5.0,5.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(RRA20) SOFTWARE,No,,"Ingeniería financiera, Sistemas embebidos, Metodologías ágiles, Gestión de proyectos de software, Desarrollo de software seguro, Ingeniería de software y requerimientos",7,0,Julio_344
Julio,4.0,4.0,4.0,5.0,3.0,3.0,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(RRA20) SOFTWARE,No,,"Desarrollo de Software Seguro, Verificación y Validación de Software, Automatización de Procesos, Interacción Humano Computador, Tecnologías de Seguridad, Bases de Datos",7,0,Julio_345
Julio,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(RRA20) COMPUTACIÓN,Si,Más de 2 años,"Programación 1 y 2, aplicaciones móviles, aplicaciones web, calidad de software, arquitectura de computadores, arquitectura de software, ingeniería de software",3,1,Julio_346
Julio,6.0,5.0,4.0,6.0,5.0,5.0,5.5,1.0,1.0,0.0,1.0,1.0,1.0,0.5,(RRA20) INGENIERÍA QUÍMICA,Si,Menos de 6 meses,"Mecánica de fluidos, Diseño de Plantas, Modelado y Automatización",3,1,Julio_347
Julio,3.0,2.0,4.0,3.0,3.0,3.0,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(RRA20) INGENIERÍA CIVIL,No,,"Aceros, Maquinas y Mecánismos, Diseño de proyectos hidráulicos",7,0,Julio_348
Julio,6.0,2.0,6.0,6.0,4.0,4.0,5.5,1.0,1.0,0.0,1.0,1.0,1.0,1.0,(RRA20) COMPUTACIÓN,Si,Más de 2 años,"TCP IP, Ingeniería de Software 1 y 2, Calidad de Software",3,1,Julio_349
Julio,5.0,4.0,5.0,6.0,4.0,4.0,3.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,(RRA20) MECÁNICA,Si,Entre 6 meses y 1 año,"Mecánica de Materials, Elementos de Máquinas, Dibujo Mecánico y CAD.",0,1,Julio_350
Julio,6.0,6.0,1.0,6.0,2.0,2.0,2.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,(RRA20) MECÁNICA,Si,Menos de 6 meses,"Programación, termodinámica, Transferencia de calor, mecánica de fluidos",3,1,Julio_351
Julio,5.0,5.0,4.0,3.0,3.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(RRA20) SOFTWARE,Si,Entre 1 y 2 años,"Diseño de software, programación, bases de datos, calidad",0,1,Julio_352
Julio,3.0,4.0,5.0,5.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,INGENIERIA GEOLOGICA,No,,"Geotecnia, Microtectónica, Mecánica de Fluidos, Registros Geológicos",7,0,Julio_353
Julio,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(RRA20) INGENIERÍA CIVIL,No,,"Diseño de proyectos estructurales, Diseño de proyectos hidráulicos, Ingeniería Sísmica",7,0,Julio_354
Julio,4.0,4.0,5.0,4.0,5.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(RRA20) INGENIERÍA CIVIL,No,,Hormigón,7,0,Julio_355
Julio,6.0,6.0,5.0,6.0,6.0,6.0,5.5,0.0,1.0,1.0,1.0,1.0,1.0,0.5,(RRA20) INGENIERÍA AMBIENTAL,Si,Menos de 6 meses,"Calidad del Agua, diseño de plantas, Evaluación de impacto ambiental, modelacion del agua, ordenamiento territorial, legislación ambiental, depuración, potabilización, energías renovables",3,1,Julio_356
Julio,5.0,3.0,4.0,3.0,1.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(RRA20) MECÁNICA,Si,Entre 6 meses y 1 año,"Estática, Mecánica de materiales, Dinámica, Soldadura, Programación",0,1,Julio_357
Julio,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(RRA20) SOFTWARE,No,,"Diseño de software, Estadística, IA, Aplicaciones Web Avanzadas",7,0,Julio_358
Julio,5.0,5.0,3.0,5.0,3.0,3.0,4.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,(RRA20) INGENIERÍA DE LA PRODUCCIÓN,Si,Menos de 6 meses,"Procesos industriales, gestión de sistemas productivos",3,1,Julio_359
Julio,5.0,4.0,3.0,4.0,4.0,4.0,3.5,0.0,1.0,0.0,1.0,1.0,1.0,0.5,(RRA20) INGENIERÍA AMBIENTAL,Si,Menos de 6 meses,"Gestión de Residuos Municipales, Gestión de Residuos Peligrosos, Evaluación de Impactos Ambientales, Diseño de Plantas, Legislación Ambiental, Economía Ambiental",3,1,Julio_360
Julio,3.0,2.0,2.0,3.0,3.0,3.0,3.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,(RRA20) MECÁNICA,Si,Entre 6 meses y 1 año,Transferencia de Calor,0,1,Julio_361
Julio,5.0,1.0,3.0,4.0,1.0,1.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(RRA20) INGENIERÍA CIVIL,No,,"Aplicaciones computacionales en estructuras, aplicaciones computacionales en hidráulica, estructuras de acero, diseño de proyectos estructurales, diseño de proyectos hidráulicos, alcantarillad, estructuras planas.",7,0,Julio_362
Julio,3.0,3.0,3.0,5.0,3.0,3.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(RRA20) COMPUTACIÓN,Si,Menos de 6 meses,"Inteligencia Artificial, Datos",3,1,Julio_363
Julio,4.0,4.0,4.0,5.0,3.0,3.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,(RRA20) ELECTRICIDAD,Si,Menos de 6 meses,Protecciones eléctricas,3,1,Julio_364
Julio,4.0,4.0,4.0,5.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(RRA20) INGENIERÍA AMBIENTAL,No,,Química,7,0,Julio_365
Julio,5.0,5.0,4.0,6.0,5.0,5.0,5.0,0.0,1.0,1.0,1.0,1.0,1.0,0.5,(RRA20) MECÁNICA,Si,Menos de 6 meses,"Teoria de Máquinas, Estructuras de Acero, Transferencia de Calor, Desgaste y Falla",3,1,Julio_366
Julio,4.0,5.0,2.0,3.0,2.0,2.0,2.5,0.0,0.0,0.0,0.0,1.0,1.0,0.0,(RRA20) MECÁNICA,Si,Entre 6 meses y 1 año,"Mantenimiento, termodinámica, sistemas de vapor, sistemas de aire acondicionado, refrigeración, electricidad, control, diseño mécanico.",0,1,Julio_367
Julio,6.0,6.0,6.0,6.0,6.0,6.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,(RRA20) ADMINISTRACIÓN DE EMPRESAS,Si,Más de 2 años,"Gestion de procesos, Gestion de talento humano",3,1,Julio_368
Julio,2.0,1.0,2.0,2.0,3.0,3.0,2.5,0.0,0.0,0.0,0.0,1.0,1.0,0.0,(RRA20) MECÁNICA,Si,Menos de 6 meses,Mecánica de fluidos,3,1,Julio_369
Julio,5.0,5.0,3.0,4.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,(RRA20) INGENIERÍA CIVIL,Si,Menos de 6 meses,"Hidráulica, Diseño de hormigón, Aceros, Construcciones civiles, Fiscalización y Costos en la construcción.",3,1,Julio_370
Julio,4.0,4.0,3.0,5.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(RRA20) INGENIERÍA CIVIL,No,,"Paquetes Computacionales para la Ingenieria Estrcutural , Diseño Hormigon Armado ,Maquinarias y -Equipos hidraulicos",7,0,Julio_371
Julio,2.0,2.0,2.0,4.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(RRA20) MECÁNICA,Si,Entre 6 meses y 1 año,"Gestion organizacional, formulación de proyectos, ingeniería financiera",0,1,Julio_372
Julio,3.0,3.0,4.0,2.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,INGENIERIA EMPRESARIAL,No,,,7,0,Julio_373
Julio,6.0,5.0,6.0,5.0,5.0,5.0,4.5,1.0,1.0,0.0,0.0,1.0,1.0,0.5,(RRA20) INGENIERÍA CIVIL,Si,Menos de 6 meses,HORMIGON,3,1,Julio_374
Julio,5.0,5.0,4.0,5.0,4.0,4.0,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(RRA20) INGENIERÍA CIVIL,No,,"Diseño estructural e hidráulico, costos, fiscalización",7,0,Julio_375
Julio,5.0,6.0,5.0,6.0,6.0,6.0,6.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,(RRA20) COMPUTACIÓN,Si,Menos de 6 meses,"Web, IA, Software, Redes, Gestión de procesos",3,1,Julio_376
Julio,5.0,4.0,4.0,4.0,5.0,5.0,4.0,0.0,1.0,0.0,0.0,1.0,1.0,0.5,(RRA20) SOFTWARE,Si,Entre 6 meses y 1 año,"Programación I y II, INGENIERÍA DE SOFTWARE Y DE REQUERIMIENTOS, DISEÑO DE SOFTWARE, APLICACIONES WEB, METODOLOGÍAS ÁGILES",0,1,Julio_377
Julio,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(RRA20) COMPUTACIÓN,No,,Machine Learning,7,0,Julio_378
Julio,5.0,5.0,4.0,5.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(RRA20) ELECTRICIDAD,No,,"Calidad de Energia, Sistemas Eléctricos de Distribución,  CENTRALES DE  GENERACIÓN  ELÉCTRICA,  INTRODUCCIÓN A  PROTECCIONES  ELÉCTRICAS,  PROTECCIONES  ELÉCTRICAS, INSTALACIONES  ELÉCTRICAS DE  MEDIO VOLTAJE.",7,0,Julio_379
Diciembre,5.0,5.0,5.0,5.0,5.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(RRA20) INGENIERÍA CIVIL,Si,Menos de 6 meses,"Hidráulica Subterranes, Mecanica de Suelos, Materiales de la contrucción y hormigones, Costos de la Construcción, Diseño hidráulico, Planificación de Recuros Hídricos",3,1,Diciembre_380
Diciembre,5.0,4.0,4.0,4.0,3.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(RRA20) SOFTWARE,No,,Aplicaciones Web y Bases de Datos,7,0,Diciembre_381
Diciembre,6.0,4.0,4.0,5.0,4.0,4.0,4.5,0.0,1.0,1.0,0.0,1.0,1.0,0.5,(RRA20) SOFTWARE,Si,Entre 6 meses y 1 año,Interaccion Humano Computador,0,1,Diciembre_382
Diciembre,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(RRA20) ELECTRICIDAD,No,,Itinerario de redes inteligentes,7,0,Diciembre_383
Diciembre,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(RRA20) INGENIERÍA CIVIL,Si,Menos de 6 meses,Mecánica de Suelos,3,1,Diciembre_384
Diciembre,5.0,5.0,5.0,5.0,5.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(RRA20) COMPUTACIÓN,No,,"Seguridad Informática, Auditoría, Tecnologías de Seguridad, Redes, Desarrollo Web y Mobile",7,0,Diciembre_385
Diciembre,5.0,4.0,5.0,6.0,4.0,3.0,4.5,1.0,1.0,0.0,1.0,0.0,0.0,0.5,(RRA20) COMPUTACIÓN,Si,Entre 6 meses y 1 año,"Páginas web, inteligencia artificial, ingeniería en software",0,1,Diciembre_386
Diciembre,6.0,6.0,4.0,5.0,5.0,4.0,5.5,0.0,1.0,1.0,1.0,0.0,0.0,0.5,(RRA20) TELECOMUNICACIONES,Si,Más de 2 años,Comunicaciones inalámbricas,3,1,Diciembre_387
Diciembre,5.0,4.0,5.0,6.0,4.0,4.0,5.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,(RRA20) ELECTRICIDAD,Si,Menos de 6 meses,"Ingeniería Financiera, Electrotecnia, Protecciones Electricas,  Seguridad Industrial, Calidad de Energía Eléctrica, Control Industrial,  Sistemas Eléctricos de Distribución, Dinámica de Máquinas Eléctricas, Instalaciones Eléctricas de Medio Voltaje,  Electrónica de Potencia,  Sistemas Eléctricos de Potencia",3,1,Diciembre_388
Diciembre,5.0,5.0,5.0,5.0,4.0,4.0,5.5,1.0,1.0,0.0,1.0,0.0,0.0,0.5,(RRA20) MATEMÁTICA APLICADA,Si,Entre 1 y 2 años,"Control de calidad, análisis multivariate, econometría, series temporales modelos de riesgo, matemática actuarial, estadística, TIC, probabilidad",0,1,Diciembre_389
Diciembre,5.0,5.0,4.0,3.0,3.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(RRA20) INGENIERÍA CIVIL,No,,"Gestión de Recursos Hídricos, Alcantarillado Urbano, Hormigón flexión corte y torsión, Hidraulica Aplicada,  Aplicaciones computación al es en estructuras",7,0,Diciembre_390
Diciembre,4.0,4.0,4.0,4.0,3.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(RRA20) TELECOMUNICACIONES,No,,"Comunicaciones ópticas, telemática básica y avanzada, antenas y RF",7,0,Diciembre_391
Diciembre,5.0,5.0,4.0,5.0,5.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(RRA20) MECÁNICA,No,,"Mecánica de fluidos aplicada, diseño de máquinas, Dibujo mecánico CAD, Mecánica de Materiales.",7,0,Diciembre_392
Diciembre,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(RRA20) DESARROLLO DE SOFTWARE,No,,Desarrollo web,7,0,Diciembre_393
Diciembre,3.0,4.0,4.0,4.0,3.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(RRA20) TELECOMUNICACIONES,No,,"Sistemas de Transmisión, Propagación y Antenas, Celulares, Telemática, Comunicación Digital, Cableado Estructurado.",7,0,Diciembre_394
Diciembre,5.0,4.0,4.0,4.0,4.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(RRA20) MECÁNICA,No,,"Estatica, Dinámica,  Termodinámica, Transferencia de calor, Mecánica de Materiales y Ciencia de Materiales.",7,0,Diciembre_395
Diciembre,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(RRA20) ELECTRÓNICA Y AUTOMATIZACIÓN,No,,"Instrumentación, Mandos automáticos, sistemas embebidos",7,0,Diciembre_396
Diciembre,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(RRA20) INGENIERÍA QUÍMICA,No,,"Balance de energía, masa. Transferencia de masa, calor y fluidos",7,0,Diciembre_397
Diciembre,4.0,4.0,3.0,4.0,3.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(RRA20) ELECTRÓNICA Y AUTOMATIZACIÓN,Si,Menos de 6 meses,"Control industrial, seguridad industrial, formulación de proyectos",3,1,Diciembre_398
Diciembre,6.0,4.0,3.0,6.0,5.0,3.0,5.5,0.0,1.0,0.0,1.0,1.0,1.0,0.5,(RRA20) COMPUTACIÓN,Si,Entre 1 y 2 años,Inteligencia Artificial,0,1,Diciembre_399
Diciembre,4.0,2.0,2.0,5.0,4.0,4.0,2.5,0.0,0.0,0.0,1.0,1.0,1.0,0.5,(RRA20) MATEMÁTICA APLICADA,Si,Entre 6 meses y 1 año,"Econometría, Programación Entera, Modelos de Riesgo",0,1,Diciembre_400
Diciembre,5.0,5.0,3.0,4.0,3.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(RRA20) AGUA Y SANEAMIENTO AMBIENTAL,No,,"Caracterización del agua, Gestión Ambiental, Sistemas de Alcantarillado, Hidráulica, Topografía, Abastecimiento del agua",7,0,Diciembre_401
Diciembre,5.0,4.0,5.0,3.0,5.0,6.0,3.5,0.0,0.0,0.0,0.0,1.0,1.0,0.5,(RRA20) INGENIERÍA QUÍMICA,Si,Menos de 6 meses,"Química analítica, instrumental",3,1,Diciembre_402
Diciembre,3.0,3.0,2.0,2.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(RRA20) INGENIERÍA CIVIL,No,,Aplicaciones computacionales de estructuras e hidráulica,7,0,Diciembre_403
